,Wavelength,Transmission,Temperature,Slit
141,508.199999999998,61.1473797841054,40.0,0.1
142,508.399999999998,61.7716902874296,40.0,0.1
143,508.599999999998,61.833906075655,40.0,0.1
144,508.799999999998,61.4689259026823,40.0,0.1
145,508.999999999998,61.1700431736391,40.0,0.1
146,509.199999999998,61.4126263326233,40.0,0.1
147,509.399999999998,61.8468330645299,40.0,0.1
148,509.599999999998,61.2710090998129,40.0,0.1
149,509.799999999998,60.3607013591046,40.0,0.1
150,509.999999999998,60.7141241292346,40.0,0.1
151,510.199999999998,61.5795015635039,40.0,0.1
152,510.399999999998,61.694205587572,40.0,0.1
153,510.599999999998,61.1133578639114,40.0,0.1
154,510.799999999998,60.5551967905505,40.0,0.1
155,510.999999999998,60.8000581251361,40.0,0.1
156,511.199999999998,61.6450432934468,40.0,0.1
157,511.399999999998,61.3275608778717,40.0,0.1
158,511.599999999998,60.2343471263547,40.0,0.1
159,511.799999999998,60.3561531435865,40.0,0.1
160,511.999999999998,60.9694996507779,40.0,0.1
161,512.199999999998,61.6072794462885,40.0,0.1
162,512.399999999998,61.2464498267135,40.0,0.1
163,512.599999999998,60.2905202694905,40.0,0.1
164,512.799999999998,60.2312726140726,40.0,0.1
165,512.999999999998,60.5223236495379,40.0,0.1
166,513.199999999998,61.1733888629922,40.0,0.1
167,513.399999999998,61.5429042085958,40.0,0.1
168,513.599999999999,60.3300576926724,40.0,0.1
169,513.799999999999,60.0201211115784,40.0,0.1
170,513.999999999999,60.4345039428175,40.0,0.1
171,514.199999999999,61.3968695653378,40.0,0.1
172,514.399999999999,61.781968096082,40.0,0.1
173,514.599999999999,60.8436633841543,40.0,0.1
174,514.799999999999,59.5714377284578,40.0,0.1
175,514.999999999999,59.6800240349743,40.0,0.1
176,515.199999999999,60.3928528236625,40.0,0.1
177,515.399999999999,61.5092534426251,40.0,0.1
178,515.599999999999,62.0545830129004,40.0,0.1
179,515.799999999999,61.0816640156124,40.0,0.1
180,515.999999999999,59.4788933102935,40.0,0.1
181,516.199999999999,59.1603986319491,40.0,0.1
182,516.399999999999,59.9953994668217,40.0,0.1
183,516.599999999999,60.9207120242155,40.0,0.1
184,516.799999999999,61.909614688336,40.0,0.1
185,516.999999999999,60.9458523851773,40.0,0.1
186,517.199999999999,59.2778644760912,40.0,0.1
187,517.399999999999,59.1077024425855,40.0,0.1
188,517.599999999999,59.9140036664164,40.0,0.1
189,517.8,60.9412588078693,40.0,0.1
190,518.0,61.653052958169,40.0,0.1
191,518.2,61.4268898735535,40.0,0.1
192,518.4,59.3863161164284,40.0,0.1
193,518.6,58.6336652245328,40.0,0.1
194,518.8,59.1329115074108,40.0,0.1
195,519.0,60.2901905282729,40.0,0.1
196,519.2,61.2823879920891,40.0,0.1
197,519.4,62.2173174255171,40.0,0.1
198,519.6,61.6070649978862,40.0,0.1
199,519.8,59.2117585996503,40.0,0.1
200,520.0,58.4339984080271,40.0,0.1
201,520.2,59.0342323492152,40.0,0.1
202,520.4,59.9226735609407,40.0,0.1
203,520.6,60.9329043932301,40.0,0.1
204,520.8,61.958282293137,40.0,0.1
205,521.0,61.7501514458945,40.0,0.1
206,521.2,59.2022963254704,40.0,0.1
207,521.4,58.1234722960434,40.0,0.1
208,521.6,58.7141103851183,40.0,0.1
209,521.8,59.888058614242,40.0,0.1
210,522.0,60.8920864254224,40.0,0.1
211,522.200000000001,61.801030300121,40.0,0.1
212,522.400000000001,61.9285089654262,40.0,0.1
213,522.600000000001,59.9684364428315,40.0,0.1
214,522.800000000001,57.8298749674198,40.0,0.1
215,523.000000000001,58.1786882256703,40.0,0.1
216,523.200000000001,59.1551344535716,40.0,0.1
217,523.400000000001,60.3378910812711,40.0,0.1
218,523.600000000001,61.7062867800348,40.0,0.1
219,523.800000000001,62.4574592425248,40.0,0.1
220,524.000000000001,61.9746815316826,40.0,0.1
221,524.200000000001,58.9467587033755,40.0,0.1
222,524.400000000001,57.3209531678573,40.0,0.1
223,524.600000000001,57.9748934554968,40.0,0.1
224,524.800000000001,59.1567147094817,40.0,0.1
225,525.000000000001,60.5665563308998,40.0,0.1
226,525.200000000001,61.3079705426745,40.0,0.1
227,525.400000000001,62.4945167313381,40.0,0.1
228,525.600000000001,62.4701002178292,40.0,0.1
229,525.800000000001,59.3594560400903,40.0,0.1
230,526.000000000001,57.092795549551,40.0,0.1
231,526.200000000001,57.7911573573649,40.0,0.1
232,526.400000000001,59.0855700524276,40.0,0.1
233,526.600000000002,60.2905590762464,40.0,0.1
234,526.800000000002,61.462522153436,40.0,0.1
235,527.000000000002,62.5378900782151,40.0,0.1
236,527.200000000002,63.0935856671178,40.0,0.1
237,527.400000000002,61.0193974342836,40.0,0.1
238,527.600000000002,57.7228111298299,40.0,0.1
239,527.800000000002,57.1671978155901,40.0,0.1
240,528.000000000002,58.1315091042612,40.0,0.1
241,528.200000000002,59.7871701042147,40.0,0.1
242,528.400000000002,60.8681111556212,40.0,0.1
243,528.600000000002,62.1167213500002,40.0,0.1
244,528.800000000002,63.0727665868176,40.0,0.1
245,529.000000000002,63.312811852124,40.0,0.1
246,529.200000000002,60.6364735044245,40.0,0.1
247,529.400000000002,57.3328594697416,40.0,0.1
248,529.600000000002,57.3544005355895,40.0,0.1
249,529.800000000002,58.5286942568595,40.0,0.1
250,530.000000000002,60.109192425304,40.0,0.1
251,530.200000000002,61.2421813162668,40.0,0.1
252,530.400000000002,62.1853639803422,40.0,0.1
253,530.600000000002,63.0158037237111,40.0,0.1
254,530.800000000002,64.0014147578721,40.0,0.1
255,531.000000000003,61.4692472453148,40.0,0.1
256,531.200000000003,57.6051605562206,40.0,0.1
257,531.400000000003,57.2045969613124,40.0,0.1
258,531.600000000003,58.6412594961011,40.0,0.1
259,531.800000000003,60.0572581891996,40.0,0.1
260,532.000000000003,61.0725250912705,40.0,0.1
261,532.200000000003,62.3693357759625,40.0,0.1
262,532.400000000003,63.5866244753793,40.0,0.1
263,532.600000000003,64.4632351655876,40.0,0.1
264,532.800000000003,63.6683300944533,40.0,0.1
265,533.000000000003,58.9819670655142,40.0,0.1
266,533.200000000003,56.584063787168,40.0,0.1
267,533.400000000003,57.7756068048303,40.0,0.1
268,533.600000000003,59.3987736814292,40.0,0.1
269,533.800000000003,60.996528591518,40.0,0.1
270,534.000000000003,62.2200485384518,40.0,0.1
271,534.200000000003,63.5803964548873,40.0,0.1
272,534.400000000003,63.9791602915522,40.0,0.1
273,534.600000000003,64.7574218733068,40.0,0.1
274,534.800000000003,62.9165151443786,40.0,0.1
275,535.000000000003,58.3843559904917,40.0,0.1
276,535.200000000003,57.0759943055602,40.0,0.1
277,535.400000000004,58.2011146580159,40.0,0.1
278,535.600000000004,59.8164199006362,40.0,0.1
279,535.800000000004,61.4141921211492,40.0,0.1
280,536.000000000004,62.391466148425,40.0,0.1
281,536.200000000004,63.2926950122958,40.0,0.1
282,536.400000000004,63.8798718235244,40.0,0.1
283,536.600000000004,64.8110209122104,40.0,0.1
284,536.800000000004,64.2442567284829,40.0,0.1
285,537.000000000004,59.4897078007856,40.0,0.1
286,537.200000000004,57.394734700647,40.0,0.1
287,537.400000000004,58.3945989917524,40.0,0.1
288,537.600000000004,59.9812786757116,40.0,0.1
289,537.800000000004,61.0541556519598,40.0,0.1
290,538.000000000004,61.7044617728958,40.0,0.1
291,538.200000000004,62.7012717854781,40.0,0.1
292,538.400000000004,63.9532771071943,40.0,0.1
293,538.600000000004,64.8407063109976,40.0,0.1
294,538.800000000004,66.0995799890109,40.0,0.1
295,539.000000000004,63.5550847468894,40.0,0.1
296,539.200000000004,58.7348449946749,40.0,0.1
297,539.400000000004,57.946091821202,40.0,0.1
298,539.600000000004,58.4620370149773,40.0,0.1
299,539.800000000005,59.5989370845152,40.0,0.1
300,540.000000000005,60.8751777784779,40.0,0.1
301,540.200000000005,62.1655303246506,40.0,0.1
302,540.400000000005,63.7967247483498,40.0,0.1
303,540.600000000005,64.7082934928031,40.0,0.1
304,540.800000000005,65.7886025328835,40.0,0.1
305,541.000000000005,66.540827451423,40.0,0.1
306,541.200000000005,63.4579463124477,40.0,0.1
307,541.400000000005,58.4046051897009,40.0,0.1
308,541.600000000005,57.6861913710944,40.0,0.1
309,541.800000000005,58.8960567614313,40.0,0.1
310,542.000000000005,60.281647777856,40.0,0.1
311,542.200000000005,61.6140247809015,40.0,0.1
312,542.400000000005,62.6447815576897,40.0,0.1
313,542.600000000005,64.5190269619701,40.0,0.1
314,542.800000000005,65.2511941195812,40.0,0.1
315,543.000000000005,66.3937624574536,40.0,0.1
316,543.200000000005,66.1699178820226,40.0,0.1
317,543.400000000005,65.0593745984789,40.0,0.1
318,543.600000000005,59.8803284595043,40.0,0.1
319,543.800000000005,57.4012764568321,40.0,0.1
320,544.000000000005,58.5825511867556,40.0,0.1
321,544.200000000006,59.9912755485374,40.0,0.1
322,544.400000000006,61.3319245399996,40.0,0.1
323,544.600000000006,62.7252743761646,40.0,0.1
324,544.800000000006,64.2247400201026,40.0,0.1
325,545.000000000006,65.3438806368939,40.0,0.1
326,545.200000000006,65.5246649429307,40.0,0.1
327,545.400000000006,65.0696658665227,40.0,0.1
328,545.600000000006,66.0611366270203,40.0,0.1
329,545.800000000006,65.0012803864332,40.0,0.1
330,546.000000000006,60.3139514462119,40.0,0.1
331,546.200000000006,59.0839489824671,40.0,0.1
332,546.400000000006,59.7291220906207,40.0,0.1
333,546.600000000006,61.2499371484877,40.0,0.1
334,546.800000000006,62.4406554983567,40.0,0.1
335,547.000000000006,63.7316209132489,40.0,0.1
336,547.200000000006,64.8515984441003,40.0,0.1
337,547.400000000006,65.7073465128624,40.0,0.1
338,547.600000000006,65.2307478308877,40.0,0.1
339,547.800000000006,65.2852962638551,40.0,0.1
340,548.000000000006,66.9045329652571,40.0,0.1
341,548.200000000006,66.0520510932081,40.0,0.1
342,548.400000000006,61.9479987844739,40.0,0.1
343,548.600000000007,59.5311622844823,40.0,0.1
344,548.800000000007,60.8494349833801,40.0,0.1
345,549.000000000007,61.8224392288109,40.0,0.1
346,549.200000000007,62.8721494807919,40.0,0.1
347,549.400000000007,64.4300760179969,40.0,0.1
348,549.600000000007,65.3855851547149,40.0,0.1
349,549.800000000007,66.0993589818013,40.0,0.1
350,550.000000000007,65.6002334178358,40.0,0.1
351,550.200000000007,65.4480985548464,40.0,0.1
352,550.400000000007,66.6373261243717,40.0,0.1
353,550.600000000007,67.3865155766691,40.0,0.1
354,550.800000000007,64.8557768284117,40.0,0.1
355,551.000000000007,61.1417614107937,40.0,0.1
356,551.200000000007,61.1545521160814,40.0,0.1
357,551.400000000007,62.4589817680647,40.0,0.1
358,551.600000000007,63.5555322533309,40.0,0.1
359,551.800000000007,64.9043528308586,40.0,0.1
360,552.000000000007,66.0214570394345,40.0,0.1
361,552.200000000007,66.4584959563059,40.0,0.1
362,552.400000000007,65.6681990615798,40.0,0.1
363,552.600000000007,65.3813648435182,40.0,0.1
364,552.800000000007,66.2505432168615,40.0,0.1
365,553.000000000008,67.6025026669665,40.0,0.1
366,553.200000000008,68.6124724693836,40.0,0.1
367,553.400000000008,66.5937223492649,40.0,0.1
368,553.600000000008,62.7752442771531,40.0,0.1
369,553.800000000008,62.2163357297631,40.0,0.1
370,554.000000000008,63.4572654431248,40.0,0.1
371,554.200000000008,64.6060241568351,40.0,0.1
372,554.400000000008,65.8594137286274,40.0,0.1
373,554.600000000008,66.5776719831997,40.0,0.1
374,554.800000000008,66.0984081345055,40.0,0.1
375,555.000000000008,65.1084085862666,40.0,0.1
376,555.200000000008,66.0078894775914,40.0,0.1
377,555.400000000008,66.9822358900576,40.0,0.1
378,555.600000000008,67.7669547767762,40.0,0.1
379,555.800000000008,68.8765149622745,40.0,0.1
380,556.000000000008,68.2797545294689,40.0,0.1
381,556.200000000008,65.2233101040923,40.0,0.1
382,556.400000000008,63.1785121621441,40.0,0.1
383,556.600000000008,64.4317899951467,40.0,0.1
384,556.800000000008,65.655147639855,40.0,0.1
385,557.000000000008,66.6168069726567,40.0,0.1
386,557.200000000008,67.3229174517376,40.0,0.1
387,557.400000000009,66.4187429563832,40.0,0.1
388,557.600000000009,65.3047351588985,40.0,0.1
389,557.800000000009,66.4013462569757,40.0,0.1
390,558.000000000009,66.9779955569605,40.0,0.1
391,558.200000000009,67.9080740093169,40.0,0.1
392,558.400000000009,68.8340986586425,40.0,0.1
393,558.600000000009,69.1600564179371,40.0,0.1
394,558.800000000009,69.643813297801,40.0,0.1
395,559.000000000009,66.6843847145688,40.0,0.1
396,559.200000000009,64.905857717446,40.0,0.1
397,559.400000000009,66.024561393155,40.0,0.1
398,559.600000000009,67.2547702878674,40.0,0.1
399,559.800000000009,67.9477172533851,40.0,0.1
400,560.000000000009,67.4600566033718,40.0,0.1
401,560.200000000009,65.241919700129,40.0,0.1
402,560.400000000009,65.4713589506577,40.0,0.1
403,560.600000000009,66.4873046478559,40.0,0.1
404,560.800000000009,67.7431139048425,40.0,0.1
405,561.000000000009,68.5049250594877,40.0,0.1
406,561.200000000009,69.5193794042919,40.0,0.1
407,561.400000000009,70.1806708654353,40.0,0.1
408,561.600000000009,71.3459030105519,40.0,0.1
409,561.80000000001,68.7435713797177,40.0,0.1
410,562.00000000001,66.1335665601152,40.0,0.1
411,562.20000000001,67.5514453839924,40.0,0.1
412,562.40000000001,68.3090680111083,40.0,0.1
413,562.60000000001,68.7637437027036,40.0,0.1
414,562.80000000001,67.7443155290193,40.0,0.1
415,563.00000000001,65.5287892499858,40.0,0.1
416,563.20000000001,65.9090175504017,40.0,0.1
417,563.40000000001,67.3390524510776,40.0,0.1
418,563.60000000001,68.2359889254604,40.0,0.1
419,563.80000000001,69.2140513166349,40.0,0.1
420,564.00000000001,69.7940587867646,40.0,0.1
421,564.20000000001,70.9157342654599,40.0,0.1
422,564.40000000001,71.3815164843953,40.0,0.1
423,564.60000000001,72.0246338213776,40.0,0.1
424,564.80000000001,69.7919507304305,40.0,0.1
425,565.00000000001,68.7808862200197,40.0,0.1
426,565.20000000001,68.990771576027,40.0,0.1
427,565.40000000001,70.1702037517769,40.0,0.1
428,565.60000000001,69.1697348203614,40.0,0.1
429,565.80000000001,66.0212605178091,40.0,0.1
430,566.00000000001,65.9457215129975,40.0,0.1
431,566.200000000011,67.0420741882879,40.0,0.1
432,566.400000000011,68.5513051204936,40.0,0.1
433,566.600000000011,69.4311734344161,40.0,0.1
434,566.800000000011,70.2790334226779,40.0,0.1
435,567.000000000011,71.0470049912737,40.0,0.1
436,567.200000000011,71.4950834987258,40.0,0.1
437,567.400000000011,72.0064995496758,40.0,0.1
438,567.600000000011,72.8985902683753,40.0,0.1
439,567.800000000011,71.8492725558887,40.0,0.1
440,568.000000000011,70.2511732353793,40.0,0.1
441,568.200000000011,70.3100972014679,40.0,0.1
442,568.400000000011,71.0011141180765,40.0,0.1
443,568.600000000011,69.0654346200608,40.0,0.1
444,568.800000000011,66.3093312025861,40.0,0.1
445,569.000000000011,66.9862766133885,40.0,0.1
446,569.200000000011,68.1063953023749,40.0,0.1
447,569.400000000011,69.256266464508,40.0,0.1
448,569.600000000011,70.0378724919493,40.0,0.1
449,569.800000000011,70.8229370436048,40.0,0.1
450,570.000000000011,71.5975114815867,40.0,0.1
451,570.200000000011,72.2952797577658,40.0,0.1
452,570.400000000011,73.1680028626448,40.0,0.1
453,570.600000000012,73.7278583947516,40.0,0.1
454,570.800000000012,73.6356310945159,40.0,0.1
455,571.000000000012,72.2992190109714,40.0,0.1
456,571.200000000012,71.7135742025174,40.0,0.1
457,571.400000000012,72.3892059310509,40.0,0.1
458,571.600000000012,70.913983618086,40.0,0.1
459,571.800000000012,68.0771408583172,40.0,0.1
460,572.000000000012,67.7137591981017,40.0,0.1
461,572.200000000012,68.9919042382865,40.0,0.1
462,572.400000000012,70.1792197649487,40.0,0.1
463,572.600000000012,70.4956917110819,40.0,0.1
464,572.800000000012,70.9804972792533,40.0,0.1
465,573.000000000012,71.7113957316839,40.0,0.1
466,573.200000000012,72.4239511526732,40.0,0.1
467,573.400000000012,73.3800120526763,40.0,0.1
468,573.600000000012,73.7268465093767,40.0,0.1
469,573.800000000012,74.2587328794767,40.0,0.1
470,574.000000000012,74.9953109300209,40.0,0.1
471,574.200000000012,74.3039526146342,40.0,0.1
472,574.400000000012,73.5288533178998,40.0,0.1
473,574.600000000012,73.1755837336684,40.0,0.1
474,574.800000000012,70.6429839296591,40.0,0.1
475,575.000000000013,68.8192876590349,40.0,0.1
476,575.200000000013,69.9063645936422,40.0,0.1
477,575.400000000013,70.5385749532648,40.0,0.1
478,575.600000000013,70.6720311237575,40.0,0.1
479,575.800000000013,71.0258415055347,40.0,0.1
480,576.000000000013,71.874655948118,40.0,0.1
481,576.200000000013,72.4321380306666,40.0,0.1
482,576.400000000013,73.3432841843505,40.0,0.1
483,576.600000000013,74.1004629435342,40.0,0.1
484,576.800000000013,74.887857402378,40.0,0.1
485,577.000000000013,75.4097431732456,40.0,0.1
486,577.200000000013,75.618420436555,40.0,0.1
487,577.400000000013,75.4371135235355,40.0,0.1
488,577.600000000013,75.138632534112,40.0,0.1
489,577.800000000013,74.3921845357008,40.0,0.1
490,578.000000000013,72.7453282977701,40.0,0.1
491,578.200000000013,70.3783199596176,40.0,0.1
492,578.400000000013,70.6976912525139,40.0,0.1
493,578.600000000013,70.9754165104364,40.0,0.1
494,578.800000000013,70.7857435184125,40.0,0.1
495,579.000000000013,71.4340284026108,40.0,0.1
496,579.200000000013,71.8917795046076,40.0,0.1
497,579.400000000014,72.9447521499185,40.0,0.1
498,579.600000000014,73.7015764173849,40.0,0.1
499,579.800000000014,74.5959164465686,40.0,0.1
500,580.000000000014,75.0501253060808,40.0,0.1
501,580.200000000014,75.375165172891,40.0,0.1
502,580.400000000014,76.0324579736374,40.0,0.1
503,580.600000000014,76.4268165814782,40.0,0.1
504,580.800000000014,76.8252618633797,40.0,0.1
505,581.000000000014,76.9305711970107,40.0,0.1
506,581.200000000014,75.7215086118854,40.0,0.1
507,581.400000000014,73.2159147882978,40.0,0.1
508,581.600000000014,71.8021123613184,40.0,0.1
509,581.800000000014,71.4488968507173,40.0,0.1
510,582.000000000014,71.4024474770457,40.0,0.1
511,582.200000000014,71.9754023769315,40.0,0.1
512,582.400000000014,72.7374986028235,40.0,0.1
513,582.600000000014,73.5510861145329,40.0,0.1
514,582.800000000014,74.2887019376871,40.0,0.1
515,583.000000000014,74.561163205063,40.0,0.1
516,583.200000000014,75.3536831997784,40.0,0.1
517,583.400000000014,75.9986300087563,40.0,0.1
518,583.600000000014,76.5064229226049,40.0,0.1
519,583.800000000015,77.1310728286092,40.0,0.1
520,584.000000000015,77.1851627945227,40.0,0.1
521,584.200000000015,77.5063574589594,40.0,0.1
522,584.400000000015,77.8382822447916,40.0,0.1
523,584.600000000015,76.8921637655737,40.0,0.1
524,584.800000000015,74.9880496186821,40.0,0.1
525,585.000000000015,73.464848943071,40.0,0.1
526,585.200000000015,72.3208178286194,40.0,0.1
527,585.400000000015,72.4759210853652,40.0,0.1
528,585.600000000015,72.8410283838222,40.0,0.1
529,585.800000000015,73.59196910461,40.0,0.1
530,586.000000000015,74.3843569276594,40.0,0.1
531,586.200000000015,74.9307263322806,40.0,0.1
532,586.400000000015,75.3937579382995,40.0,0.1
533,586.600000000015,76.0817727491719,40.0,0.1
534,586.800000000015,76.4089328479035,40.0,0.1
535,587.000000000015,76.8130468411787,40.0,0.1
536,587.200000000015,77.0459620312929,40.0,0.1
537,587.400000000015,77.2230727142979,40.0,0.1
538,587.600000000015,78.0325075368311,40.0,0.1
539,587.800000000015,78.3146624643263,40.0,0.1
540,588.000000000015,78.6109511361837,40.0,0.1
541,588.200000000016,77.7921043992379,40.0,0.1
542,588.400000000016,75.7297488786236,40.0,0.1
543,588.600000000016,73.9260582614158,40.0,0.1
544,588.800000000016,72.7433309604511,40.0,0.1
545,589.000000000016,73.2994839488999,40.0,0.1
546,589.200000000016,74.1475315822194,40.0,0.1
547,589.400000000016,74.7304592573665,40.0,0.1
548,589.600000000016,75.2558184673071,40.0,0.1
549,589.800000000016,75.6695556567878,40.0,0.1
550,590.000000000016,76.2930200861906,40.0,0.1
551,590.200000000016,76.8120525719719,40.0,0.1
552,590.400000000016,77.3206801890184,40.0,0.1
553,590.600000000016,77.6240797668966,40.0,0.1
554,590.800000000016,78.3971256530023,40.0,0.1
555,591.000000000016,78.1520470496044,40.0,0.1
556,591.200000000016,78.4783091139873,40.0,0.1
557,591.400000000016,79.0971703396957,40.0,0.1
558,591.600000000016,79.3119225619146,40.0,0.1
559,591.800000000016,78.9939099256988,40.0,0.1
560,592.000000000016,76.9571238940604,40.0,0.1
561,592.200000000016,74.2758859410301,40.0,0.1
562,592.400000000016,73.9299524604373,40.0,0.1
563,592.600000000017,74.2063862844769,40.0,0.1
564,592.800000000017,74.9146756500799,40.0,0.1
565,593.000000000017,75.4999662495681,40.0,0.1
566,593.200000000017,76.2815137649399,40.0,0.1
567,593.400000000017,76.8924638455968,40.0,0.1
